site_code,project_code,project_title,title,short_title,site_type,subtype,stage,target_group_name,commodity_group_name,development_region,lga_name,longitude,latitude,active_flag
S0000008,J00007,Katanning Gold,Jinkas - Central Zone,Jinkas,Deposit,Unspecified,Undeveloped,Gold,Precious Metal,Great Southern,Shire Of Katanning,117.908152,-33.543356,Y
S0000033,J00017,Cue Gold - Central Murchison,Big Bell Underground,Big Bell UG,Mine,Decline,Operating,Gold,Precious Metal,Mid-West,Shire Of Cue,117.655367,-27.318646,Y
S0000053,J02851,Boorara / Horizon,Boorara Open Pit - Southern Stockworks,Southern Stockworks,Mine,Openpit,Care And Maintenance,Gold,Precious Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.644094,-30.809280,Y
S0000137,J00075,Cork Tree Well - Delta,Cork Tree Well,Cork Tree Well,Mine,Openpit,Shut,Gold,Precious Metal,Goldfields-Esperance,Shire Of Laverton,122.404413,-28.338636,Y
S0000247,J00126,Blue Spec / Novo,Blue Spec / Novo,Blue Spec,Mine,Shaft,Proposed,Gold,Precious Metal,Pilbara,Shire Of East Pilbara,120.273032,-21.820903,Y
S0000258,J04956,Goongarrie Lady,Goongarrie Lady,Goongarrie Lady,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,121.184491,-30.081341,Y
S0000352,J00170,Jeffreys Find,Jeffreys Find,Jeffreys,Mine,Openpit,Care And Maintenance,Gold,Precious Metal,Goldfields-Esperance,Shire Of Dundas,122.151147,-31.946420,Y
S0000357,J00256,Mt Morgans,Jupiter - Joanne - Doublejay,Jupiter,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Laverton,122.219297,-28.807175,Y
S0000404,J01338,Phillips Find,Newhaven,Newhaven,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Coolgardie,120.965996,-30.612844,Y
S0000426,J01616,Ironstone Well,Flushing Meadows,Flushing Meadows,Deposit,Unspecified,Undeveloped,Gold,Precious Metal,Mid-West,Shire Of Wiluna,120.781908,-26.840597,Y
S0000584,J00270,Malcolm Challenger Gold - Murrin Murrin,Malcolm,Malcolm,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,121.817764,-28.899707,Y
S0000671,J00094,Porphyry - Northern Operations,Million Dollar North,Million Dollar North,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,122.285985,-29.799041,Y
S0000689,J00084,Davyhurst - Lady Ida - Mulline - Riverina - Siberia Gold,Riverina Underground,Riverina UG,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,120.564810,-29.744010,Y
S0000709,J02325,Linden Gold,Second Fortune,Second Fortune,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,122.435829,-29.376492,Y
S0000732,J00338,Telfer / Greatland Resources,Telfer Main Dome,Main Dome,Mine,Openpit,Operating,Gold,Precious Metal,Pilbara,Shire Of East Pilbara,122.207128,-21.719551,Y
S0000770,J00357,Edna May - Westonia,Edna May - Westonia,Edna May,Mine,Openpit,Care And Maintenance,Gold,Precious Metal,Wheatbelt,Shire Of Westonia,118.698549,-31.290245,Y
S0000793,J00367,Youanmi Gold - OYG,Youanmi Deeps,Youanmi Deeps,Mine,Decline,Shut,Gold,Precious Metal,Mid-West,Shire Of Sandstone,118.839978,-28.610085,Y
S0000811,J00424,Anglo Saxon - Trouser Legs,Anglo Saxon - Trouser Legs,Anglo Saxon,Mine,Openpit,Care And Maintenance,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,122.731489,-30.076767,Y
S0000849,J00014,Coolgardie Gold / Focus,Greenfields Openpit,Greenfields Pit,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Coolgardie,121.200923,-30.932811,Y
S0000866,J00191,Ravensthorpe Gold,Harbour View,Harbour View,Mine,Decline,Proposed,Gold,Precious Metal,Goldfields-Esperance,Shire Of Ravensthorpe,120.196414,-33.681787,Y
S0000933,J04770,Bellevue,Bellevue Underground,Bellevue UG,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,120.557630,-27.636059,Y
S0001007,J00026,Boddington Gold,Wandoo South,Wandoo S,Mine,Openpit,Operating,Gold,Precious Metal,Peel,Shire Of Boddington,116.357530,-32.753064,Y
S0001112,J00028,Bottle Creek,Emu - Bottle Creek,Emu,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,120.446810,-29.154026,Y
S0001161,J04814,Mungari / Evolution,Rayjax,Rayjax,Mine,Openpit,Care And Maintenance,Gold,Precious Metal,Goldfields-Esperance,Shire Of Coolgardie,121.125901,-30.762610,Y
S0001172,J00446,Sino - Cape Preston Iron,George Palmer Pit,George Palmer,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,City Of Karratha,116.141306,-21.081327,Y
S0001178,J00452,Silver Swan - Black Swan,Black Swan - Gosling,Black Swan,Mine,Openpit,Proposed,Nickel,Steel Alloy Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.648884,-30.393485,Y
S0001224,J00484,Robe River - Deepdale,"Deepdale Mesa J Pits 1-12, J Extended",Deepdale J,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of Ashburton,116.247364,-21.751424,Y
S0001244,J00514,Eneabba / Iluka,Narngulu Dry Plant / Iluka,Narngulu Dry Plant/Iluka,Infrastructure,Processing Plant,Operating,Heavy Mineral Sands,Speciality Metal,Mid-West,City Of Greater Geraldton,114.678112,-28.817627,Y
S0001256,J00527,Golden Grove,Gossan Hill Portal,Gossan Hill U/G,Mine,Decline,Operating,Copper - Lead - Zinc,Base Metal,Mid-West,Shire Of Yalgoo,116.962417,-28.765074,Y
S0001288,J02628,Kambalda / Mincor,Durkin North,Durkin N,Mine,Decline,Care And Maintenance,Nickel,Steel Alloy Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.661211,-31.164036,Y
S0001346,J00573,Jimblebar-Wheelarra-Hashimoto / BHPB,Wheelarra 4,Wheelarra 4,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,120.137110,-23.380316,Y
S0001357,J00711,Whim Creek - Mons Cupri,Mons Cupri Oxide,Mons Cupri Ox,Mine,Openpit,Care And Maintenance,Copper - Lead - Zinc,Base Metal,Pilbara,City Of Karratha,117.808033,-20.881539,Y
S0001402,J00623,Newman / BHPB,Mt Whaleback,Mt Whaleback,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.675410,-23.365347,Y
S0001443,J00657,Salt Creek,Salt Creek,Salt Creek,Deposit,Unspecified,Undeveloped,Copper - Lead - Zinc,Base Metal,Pilbara,City Of Karratha,117.704508,-20.757098,Y
S0001459,J00673,Sorby Hills,Sorby Pod D-E,Pod E,Mine,Openpit,Proposed,Copper - Lead - Zinc,Base Metal,Kimberley,Shire Of Wyndham-East Kimberley,128.980883,-15.452699,Y
S0001462,J00676,Southdown Magnetite,Southdown,Southdown,Mine,Openpit,Proposed,Iron Ore,Iron,Great Southern,City Of Albany,118.521038,-34.542796,Y
S0001467,J00677,Spargoville Nickel,Spargoville 5A,Spargoville 5A,Mine,Openpit,Proposed,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Coolgardie,121.506415,-31.353794,Y
S0001488,J01034,Bunbury Area Operations / Tronox,Wonnerup North,Wonnerup North,Mine,Openpit,Operating,Heavy Mineral Sands,Speciality Metal,South West,City Of Busselton,115.474053,-33.646695,Y
S0001506,J00717,Wingellina,Wingellina - Claude Hills,Wingellina,Mine,Unspecified,Proposed,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Ngaanyatjarraku,128.939310,-26.039626,Y
S0001538,J00545,Abra - Mulgul,Abra Underground,Abra UG,Mine,Decline,Operating,Copper - Lead - Zinc,Base Metal,Mid-West,Shire Of Meekatharra,118.585522,-24.638199,Y
S0001567,J00485,Cooljarloo / Tronox,Chandala - Muchea Synthetic Rutile Plant (SR),Chandala SR Plant,Infrastructure,Processing Plant,Operating,Heavy Mineral Sands,Speciality Metal,Wheatbelt,Shire Of Chittering,115.966238,-31.531753,Y
S0001568,J00485,Cooljarloo / Tronox,Kwinana TiO2 Pigment Plant / Tronox,Kwinana TiO2/Tronox,Infrastructure,Processing Plant,Operating,Heavy Mineral Sands,Speciality Metal,Metro,City Of Kwinana,115.774344,-32.228146,Y
S0001570,J02560,Dardanup / Doral,Picton Dry Plant,Picton Dry,Infrastructure,Processing Plant,Operating,Heavy Mineral Sands,Speciality Metal,South West,City Of Bunbury,115.702312,-33.351648,Y
S0001573,J01034,Bunbury Area Operations / Tronox,North Shore MSP / Tronox,North Shore MSP / Tronox,Infrastructure,Processing Plant,Operating,Heavy Mineral Sands,Speciality Metal,South West,City Of Bunbury,115.654090,-33.320318,Y
S0001585,J00440,Leinster,Perseverance  Underground,Perseverance UG,Mine,Decline,Care And Maintenance,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Leonora,120.705608,-27.818105,Y
S0001599,J03123,Pilbara Iron / WA Iron,Rocklea South,Rocklea South,Deposit,Unspecified,Undeveloped,Iron Ore,Iron,Pilbara,Shire Of Ashburton,117.464709,-22.823375,Y
S0001602,J01147,Cockatoo Island,Cockatoo Island Stage 3 (and seawall),Cockatoo Island 3,Mine,Openpit,Operating,Iron Ore,Iron,Kimberley,Shire Of Derby/West Kimberley,123.608019,-16.098391,Y
S0001607,J00576,Mining Area C,MAC - Deposit C West Pit,MAC C West,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,118.962611,-22.929836,Y
S0001667,J00756,Mt Keith / BHP Billiton,Mt Keith Open Pit,Mt Keith Main Pit,Mine,Openpit,Care And Maintenance,Nickel,Steel Alloy Metal,Mid-West,Shire Of Wiluna,120.541750,-27.229585,Y
S0001689,J00551,Kambalda / BHP,Kambalda Concentrator,Kambalda,Infrastructure,Processing Plant,Care And Maintenance,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Coolgardie,121.668731,-31.189241,Y
S0001691,J00766,Kalgoorlie Nickel Smelter,Kalgoorlie Nickel Smelter,Kalgoorlie Ni Smelter,Infrastructure,Processing Plant,Care And Maintenance,Nickel,Steel Alloy Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.484507,-30.874787,Y
S0001692,J00767,Kwinana Nickel Refinery,Kwinana Nickel Refinery,Ni Refinery,Infrastructure,Processing Plant,Care And Maintenance,Nickel,Steel Alloy Metal,Metro,City Of Rockingham,115.764713,-32.251856,Y
S0001709,J00772,Mt Weld REE / Lynas,Central Lanthanide (CLD),CLD,Mine,Openpit,Operating,Rare Earths,Speciality Metal,Goldfields-Esperance,Shire Of Laverton,122.547575,-28.863966,Y
S0001723,J00775,Yangibana / Hastings,Bald Hill South - Yangibana,Bald Hill South,Mine,Openpit,Proposed,Rare Earths,Speciality Metal,Gascoyne,Shire Of Upper Gascoyne,116.295932,-23.906067,Y
S0001726,J00776,Worsley,Boddington Bauxite,Boddington Bauxite,Mine,Openpit,Operating,Bauxite - Alumina,Alumina,Peel,Shire Of Boddington,116.455913,-32.931547,Y
S0001727,J00776,Worsley,Worsley Alumina Refinery,Worsley Refinery,Infrastructure,Processing Plant,Operating,Bauxite - Alumina,Alumina,South West,Shire Of Collie,116.070204,-33.239367,Y
S0001731,J04090,Greenbushes Lithium,Greenbushes C3 Spodumene,Greenbushes Central Lode Pit,Mine,Openpit,Operating,Tin - Tantalum - Lithium,Speciality Metal,South West,Shire Of Bridgetown-Greenbushes,116.065805,-33.858907,Y
S0001735,J00777,Jarrahdale - Kwinana,Kwinana Alumina Refinery,Kwinana Al,Infrastructure,Processing Plant,Shut,Bauxite - Alumina,Alumina,Metro,City Of Kwinana,115.778408,-32.193217,Y
S0001738,J00779,Wagerup-Pinjarra / Alcoa,Pinjarra Alumina Refinery,Pinjarra Al,Infrastructure,Processing Plant,Operating,Bauxite - Alumina,Alumina,Peel,Shire Of Murray,115.949655,-32.643204,Y
S0001741,J00779,Wagerup-Pinjarra / Alcoa,Wagerup Alumina Refinery,Wagerup Al Refinery,Infrastructure,Processing Plant,Operating,Bauxite - Alumina,Alumina,Peel,Shire Of Waroona,115.913069,-32.913229,Y
S0001758,J00789,Barrambie Vanadium-Titanium,Cove - Barrambie,Cove,Mine,Openpit,Proposed,Vanadium - Titanium,Steel Alloy Metal,Mid-West,Shire Of Sandstone,119.121109,-27.433228,Y
S0001764,J00793,Windimurra Vanadium,Windimurra Northern,Windimurra Northern,Mine,Openpit,Proposed,Vanadium - Titanium,Steel Alloy Metal,Mid-West,Shire Of Mount Magnet,118.529969,-28.291607,Y
S0001768,J00794,Balla Balla Magnetite-Vanadium,Balla Balla Central - East,Balla Balla Central - East,Mine,Openpit,Proposed,Vanadium - Titanium,Steel Alloy Metal,Pilbara,City Of Karratha,117.775183,-20.765433,Y
S0001774,J00800,Australian Vanadium project  - Gabanintha,Gabanintha Vanadium / AVL,Gabanintha Vanadium/AV,Mine,Openpit,Proposed,Vanadium - Titanium,Steel Alloy Metal,Mid-West,Shire Of Meekatharra,118.646265,-26.967599,Y
S0001805,J00819,Panton,Panton,Panton,Mine,Decline,Proposed,Chromite - Platinoids,Precious Metal,Kimberley,Shire Of Halls Creek,127.831605,-17.751516,Y
S0001820,J02784,Mt Mulgine Tungsten,Mulgine Trench,Mulgine Trench,Deposit,Unspecified,Undeveloped,Tungsten - Molybdenum,Steel Alloy Metal,Mid-West,Shire Of Perenjori,116.961847,-29.172054,Y
S0001855,J00862,Newman Aggregate / Holcim,Newman Aggregate / Holcim,Aggregate Quarry/Holcim,Mine,Openpit,Operating,Construction Materials,Construction Material,Pilbara,Shire Of East Pilbara,119.696331,-23.321265,Y
S0001861,J00868,Dampier Salt,Dampier Salt Pond,Dampier Salt Pond,Mine,Pond,Operating,Salt,Industrial Mineral,Pilbara,City Of Karratha,116.718052,-20.724011,Y
S0001864,J00871,Shark Bay Salt,Useless Loop Salt Concentrator Ponds,Useless Loop Salt Conc Ponds,Mine,Pond,Operating,Salt,Industrial Mineral,Gascoyne,Shire Of Shark Bay,113.402465,-26.157671,Y
S0001866,J00872,Lake Deborah East Salt,Lake Deborah East Pond,Lake Deborah East Pond,Mine,Pond,Operating,Salt,Industrial Mineral,Wheatbelt,Shire Of Yilgarn,119.402593,-30.669485,Y
S0001892,J00895,Lancelin / Westdeen,Lancelin / Westdeen,Lancelin/Westdeen,Mine,Openpit,Operating,Limestone - Limesand,Industrial Mineral,Wheatbelt,Shire Of Gingin,115.347560,-31.030411,Y
S0001902,J00905,Speewah Fluorite,Windsor Fluorite,Windsor,Deposit,Unspecified,Undeveloped,Fluorite,Industrial Mineral,Kimberley,Shire Of Wyndham-East Kimberley,127.978837,-16.404296,Y
S0001917,J00918,Kemerton Silicon / Simcoa,Kemerton Silicon Smelter,Kemerton Silicon Smelter,Infrastructure,Processing Plant,Operating,Silica - Silica Sand,Industrial Mineral,South West,Shire Of Harvey,115.748409,-33.220137,Y
S0001918,J00919,Munglinup Graphite / MRC,Halberts Main Zone,Halberts Main,Deposit,Unspecified,Undeveloped,Graphite,Industrial Mineral,Goldfields-Esperance,Shire Of Esperance,120.858634,-33.663501,Y
S0001994,J00960,Kwinana Bulk Terminal,Kwinana Bulk Terminal KBB1,KBB1,Infrastructure,Port,Operating,Unassigned,Other (Minedex Non-Minerals),,,115.765317,-32.208755,Y
S0002094,J00984,Kwinana Chemical Complex / CSBP,Kwinana Sodium Cyanide Plant / AGR,Kwinana NaCyanide/AGR,Infrastructure,Processing Plant,Operating,Chemicals,Other (Minedex Non-Minerals),Metro,City Of Kwinana,115.773302,-32.241918,Y
S0002166,J00720,Wodgina Mining Assets / Mineral Resources,Cassiterite,Cassiterite,Mine,Openpit,Operating,Tin - Tantalum - Lithium,Speciality Metal,Pilbara,Town Of Port Hedland,118.674102,-21.190319,Y
S0002167,J01005,Mt Cattlin Spodumene,Mt Cattlin - Dowling Openpit,Dowling Pit,Mine,Openpit,Care And Maintenance,Tin - Tantalum - Lithium,Speciality Metal,Goldfields-Esperance,Shire Of Ravensthorpe,120.033992,-33.562492,Y
S0002383,J00330,Gwalia - Leonora,Sons of Gwalia Underground,Sons of Gwalia UG,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,121.333484,-28.918407,Y
S0002384,J01073,Tampia,Gault,Gault,Mine,Openpit,Care And Maintenance,Gold,Precious Metal,Wheatbelt,Shire Of Narembeen,118.451708,-32.162337,Y
S0002432,J01324,Lake Cowan Gypsum / Whitfield,Lake Cowan South Gypsum - M63/148,Lake Cowan South,Mine,Openpit,Operating,Gypsum,Industrial Mineral,Goldfields-Esperance,Shire Of Dundas,121.741166,-32.233405,Y
S0002501,J04342,Mt Ida South,Tims Find,Tims Find,Mine,Openpit,Proposed,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,120.530612,-29.168561,Y
S0002635,J00514,Eneabba / Iluka,Eneabba South Tails,South Tails,Mine,Openpit,Care And Maintenance,Heavy Mineral Sands,Speciality Metal,Mid-West,Shire Of Carnamah,115.295144,-29.904478,Y
S0002638,J01208,Kemerton TiO2 Pigment Plant,Kemerton TiO2 Pigment Plant / Tronox,Kemerton TiO2 Pigment / Tronox,Infrastructure,Processing Plant,Operating,Heavy Mineral Sands,Speciality Metal,South West,Shire Of Harvey,115.756511,-33.217638,Y
S0002815,J00251,Randalls - Mt Monger,Daisy - Milano,Daisy-Milano,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.921372,-31.013124,Y
S0002984,J00732,Yandicoogina / HI-Yandi,Billiard - Billiard South,Billiard,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.299578,-22.809561,Y
S0003023,J00571,Marillana Creek - Yandi / BHPB,Marillana Creek Eastern Mesa 2,Marillana Ck E2,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.113612,-22.741426,Y
S0003046,J00626,Nifty,Nifty Sulphide Portal,Nifty Portal,Mine,Decline,Care And Maintenance,Copper - Lead - Zinc,Base Metal,Pilbara,Shire Of East Pilbara,121.567408,-21.656745,Y
S0003101,J00181,Kanowna - Golden Valley,Kanowna Belle,Kanowna Belle,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.578017,-30.608980,Y
S0003143,J03305,Sulphur Springs,Sulphur Springs Mine Portal,Sulphur Springs Portal,Mine,Decline,Operating,Copper - Lead - Zinc,Base Metal,Pilbara,Shire Of East Pilbara,119.211963,-21.146496,Y
S0003180,J00245,Mt Gibson Gold,Hornet Underground,Hornet UG,Deposit,Unspecified,Undeveloped,Gold,Precious Metal,Mid-West,Shire Of Yalgoo,117.181672,-29.720641,Y
S0003263,J01613,O'Callaghans,O'Callaghans,O'Callaghans,Deposit,Unspecified,Undeveloped,Tungsten - Molybdenum,Steel Alloy Metal,Pilbara,Shire Of East Pilbara,122.258509,-21.792087,Y
S0003516,J01435,Perth Mint,AGR Newburn Horrie Miller Drive,Australian Gold Refinery,Infrastructure,Processing Plant,Operating,Gold,Precious Metal,Metro,City Of Belmont,115.969310,-31.961228,Y
S0003598,J01474,Lake MacLeod Gypsum,Lake MacLeod Gypsum,Lake MacLeod,Mine,Openpit,Operating,Gypsum,Industrial Mineral,Gascoyne,Shire Of Carnarvon,113.562718,-24.234362,Y
S0003633,J00394,Mulga Rock,Shogun Pit 1,Shogun Pit 1,Mine,Openpit,Proposed,Uranium,Energy,Goldfields-Esperance,Shire Of Menzies,123.650190,-29.935346,Y
S0003745,J00242,Paulsens,Paulsens Underground,Paulsens UG Portal,Mine,Decline,Operating,Gold,Precious Metal,Pilbara,Shire Of Ashburton,116.242304,-22.579153,Y
S0003946,J01307,Gordon - Sirdar,Gordon-Sirdar Openpit,Gordon-Sirdar,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.594507,-30.450334,Y
S0003983,J01849,Mt Regal / Boral,Mt Regal / Boral,Mt Regal/Boral,Mine,Openpit,Operating,Construction Materials,Construction Material,Pilbara,City Of Karratha,116.727330,-20.824582,Y
S0003994,J02818,North Monger - Kal East Gold Project,Fingals,Fingals,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.896962,-30.969450,Y
S0004113,J06760,Bruno-Lewis,Lewis - Cardinia,Lewis,Mine,Openpit,Proposed,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,121.598050,-28.797447,Y
S0004178,J00757,Forrestania Nickel / Western Areas,Cosmic Boy Plant,Cosmic Boy Plant,Infrastructure,Processing Plant,Care And Maintenance,Nickel,Steel Alloy Metal,Wheatbelt,Shire Of Kondinin,119.742808,-32.580907,Y
S0004231,J01642,Bidaminna - North Perth Basin,Bidaminna,Bidaminna,Mine,Openpit,Proposed,Heavy Mineral Sands,Speciality Metal,Wheatbelt,Shire Of Gingin,115.600144,-31.096806,Y
S0004238,J01644,Lucky Bay Garnet,Menari,Menari,Mine,Openpit,Operating,Heavy Mineral Sands,Industrial Mineral,Mid-West,Shire Of Northampton,114.183066,-28.029367,Y
S0004316,J01658,Mindijup / TT Sand,Mindijup / TT Sand,Mindijup/TT Sand,Mine,Openpit,Operating,Silica - Silica Sand,Industrial Mineral,Great Southern,City Of Albany,118.076797,-34.768851,Y
S0004356,J00009,Duketon / Regis Resources,Ben Hur Central,Ben Hur Central,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Laverton,122.367212,-28.167236,Y
